number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_ffn_multiplier,params_hidden_dim,params_lr,params_num_heads,params_num_lstm_layers,params_num_trans_layers,params_weight_decay,state
117,0.00017498848683317192,2026-03-12 16:45:11.653213,2026-03-12 16:45:18.572270,0 days 00:00:06.919057,128,0.5013315893446243,2,128,0.003466479716578961,8,1,2,3.8248576161171626e-05,COMPLETE
118,0.0002563831949373707,2026-03-12 16:45:18.644171,2026-03-12 16:45:20.275948,0 days 00:00:01.631777,128,0.48336217074253474,2,128,0.001673914552128896,4,1,1,1.1440402514702754e-05,PRUNED
119,0.00031296787346946076,2026-03-12 16:45:20.347958,2026-03-12 16:45:21.773928,0 days 00:00:01.425970,256,0.4092027945728864,2,128,0.003975130881914183,4,1,2,0.002448115148312185,PRUNED
120,0.00017643257524468936,2026-03-12 16:45:21.849936,2026-03-12 16:45:27.907391,0 days 00:00:06.057455,128,0.37978642805893276,2,128,0.003248132811553195,4,1,2,5.572500224849128e-05,COMPLETE
121,0.0002082792307191994,2026-03-12 16:45:27.977660,2026-03-12 16:45:29.600980,0 days 00:00:01.623320,128,0.3591733941454715,2,128,0.0036715978370736365,4,1,2,1.4910688417231228e-05,PRUNED
122,0.00021087201821501367,2026-03-12 16:45:29.674949,2026-03-12 16:45:31.363253,0 days 00:00:01.688304,128,0.3514106523621532,2,128,0.004566703897795271,4,1,2,1.0088838523117158e-05,PRUNED
123,0.0001722780434647575,2026-03-12 16:45:31.433246,2026-03-12 16:45:37.492063,0 days 00:00:06.058817,128,0.3664036341023782,2,128,0.0027077812209567124,4,1,2,3.04108241861771e-05,COMPLETE
124,0.037155984435230494,2026-03-12 16:45:37.563058,2026-03-12 16:45:39.213487,0 days 00:00:01.650429,128,0.36657121043726726,2,128,3.661077607995225e-05,4,1,2,3.2239404409995964e-05,PRUNED
125,0.00025854936393443495,2026-03-12 16:45:39.284482,2026-03-12 16:45:40.948148,0 days 00:00:01.663666,128,0.4017655958782279,2,128,0.0020942121269920903,4,1,2,2.1651061661590655e-05,PRUNED
126,0.00017256626961170696,2026-03-12 16:45:41.018361,2026-03-12 16:45:47.658027,0 days 00:00:06.639666,128,0.47484479672521984,2,128,0.00270449276306836,4,1,2,2.5123948195653057e-05,COMPLETE
127,0.0001751445815898478,2026-03-12 16:45:47.726214,2026-03-12 16:45:55.399957,0 days 00:00:07.673743,128,0.3894417838632143,2,128,0.0031584198067667792,4,1,2,1.7801831541025244e-05,COMPLETE
128,0.00020883359684376046,2026-03-12 16:45:55.469159,2026-03-12 16:45:57.098995,0 days 00:00:01.629836,128,0.4210401245416291,2,128,0.002343869717230971,4,1,1,4.545253447861789e-05,PRUNED
129,0.14796142000705004,2026-03-12 16:45:57.170000,2026-03-12 16:45:59.062970,0 days 00:00:01.892970,128,0.3722566116438656,2,128,0.004989761073201661,4,2,2,0.09590534540686961,PRUNED
130,0.0001723681270959787,2026-03-12 16:45:59.133971,2026-03-12 16:46:05.779520,0 days 00:00:06.645549,128,0.4463776097031457,2,128,0.004081221402324629,4,1,2,2.9720007118129288e-05,COMPLETE
131,0.00017533722711959854,2026-03-12 16:46:05.846553,2026-03-12 16:46:17.851675,0 days 00:00:12.005122,128,0.4495917023543663,2,128,0.0037589924153341365,4,1,2,2.9254368019095095e-05,COMPLETE
132,0.00021345784625736997,2026-03-12 16:46:17.920674,2026-03-12 16:46:19.605396,0 days 00:00:01.684722,128,0.4308938767289157,2,128,0.0042903457597369,4,1,2,3.46650863738422e-05,PRUNED
133,0.00017379621567670256,2026-03-12 16:46:19.676139,2026-03-12 16:46:25.662610,0 days 00:00:05.986471,128,0.4555369960136034,2,128,0.00282509423804131,4,1,2,1.9455692255746507e-05,COMPLETE
134,0.0005011375428044371,2026-03-12 16:46:25.731605,2026-03-12 16:46:28.415723,0 days 00:00:02.684118,64,0.3413448000278921,2,128,8.894522945627665e-05,4,1,2,1.279270659587728e-05,PRUNED
135,0.00017896500867209397,2026-03-12 16:46:28.484723,2026-03-12 16:46:33.694308,0 days 00:00:05.209585,128,0.44610956372854893,2,128,0.003418581555769079,4,1,2,7.514028078475336e-05,COMPLETE
136,0.00029043343965895474,2026-03-12 16:46:33.759309,2026-03-12 16:46:35.305675,0 days 00:00:01.546366,128,0.3280121025081211,2,64,0.0019486757161851446,4,1,2,4.223624541033914e-05,PRUNED
137,0.0001802289261831902,2026-03-12 16:46:35.378669,2026-03-12 16:46:41.006171,0 days 00:00:05.627502,128,0.43942871376582254,4,128,0.004158964897348478,4,1,2,1.5924717139415457e-05,COMPLETE
138,0.00017108351676142775,2026-03-12 16:46:41.074455,2026-03-12 16:46:47.631478,0 days 00:00:06.557023,128,0.4025448322244119,2,128,0.0030609552764223036,8,1,2,2.796666869038644e-05,COMPLETE
139,0.0004997578507754952,2026-03-12 16:46:47.701600,2026-03-12 16:46:53.214067,0 days 00:00:05.512467,32,0.3941859065731295,2,32,0.002488527585339922,8,1,1,2.236961230773576e-05,PRUNED
140,0.0010504019737709314,2026-03-12 16:46:53.285075,2026-03-12 16:46:54.979691,0 days 00:00:01.694616,128,0.4045253314812795,3,128,0.00297478565181947,8,1,2,0.004205323808806497,PRUNED
141,0.00021443889636429958,2026-03-12 16:46:55.055148,2026-03-12 16:46:56.700614,0 days 00:00:01.645466,128,0.3797405652067257,2,128,0.00391174800918527,8,1,2,2.9815359141940594e-05,PRUNED
142,0.00017867351562017575,2026-03-12 16:46:56.772281,2026-03-12 16:47:00.459288,0 days 00:00:03.687007,128,0.4241112551889748,2,128,0.003368934729054553,8,1,2,0.0002764454070689371,COMPLETE
143,0.00017341948114335537,2026-03-12 16:47:00.531035,2026-03-12 16:47:04.458378,0 days 00:00:03.927343,128,0.4106817365137669,2,128,0.004449231090345803,8,1,2,2.5521801206991243e-05,COMPLETE
144,0.00017063747873180546,2026-03-12 16:47:04.529303,2026-03-12 16:47:11.021671,0 days 00:00:06.492368,128,0.46358289063956876,2,128,0.004984778253837728,4,1,2,3.776686771262928e-05,COMPLETE
145,0.00017515327272121795,2026-03-12 16:47:11.089933,2026-03-12 16:47:17.009663,0 days 00:00:05.919730,128,0.4890894913618229,2,128,0.004999359615739065,4,1,2,4.941772687691438e-05,COMPLETE
146,0.0001722186934784986,2026-03-12 16:47:17.078674,2026-03-12 16:47:24.568292,0 days 00:00:07.489618,128,0.4668968609162336,2,128,0.0030460490679806948,4,1,2,3.670510245372096e-05,COMPLETE
147,0.0004996890638722107,2026-03-12 16:47:24.640632,2026-03-12 16:47:26.082275,0 days 00:00:01.441643,256,0.46377708690980407,2,128,0.00035976415820176077,4,1,2,6.200216118217154e-05,PRUNED
148,0.0001689042146608699,2026-03-12 16:47:26.154269,2026-03-12 16:47:33.889115,0 days 00:00:07.734846,128,0.45848599311574545,2,128,0.003539400204991376,4,1,2,3.9861521699471516e-05,COMPLETE
149,0.000220076664845692,2026-03-12 16:47:33.957116,2026-03-12 16:47:35.438358,0 days 00:00:01.481242,128,0.47661028427297486,2,128,0.0035993136839827713,2,1,2,5.425391940386915e-05,PRUNED
