date,open,high,low,close,volume,amount,sma_5,sma_20,rsi_14,macd_12_26_9,macdh_12_26_9,macds_12_26_9,bbl_5_2.0_2.0,bbm_5_2.0_2.0,bbu_5_2.0_2.0,bbb_5_2.0_2.0,bbp_5_2.0_2.0,imf_1,imf_2,imf_3,imf_4,imf_5,imf_6,imf_7,imf_8,imf_residue
2006-03-15,1018.154,1028.965,1017.081,1028.958,1484206800,1527186460514.4,1016.0670000000001,1030.54575,58.40530708993435,3.4949070749680686,-4.557058122294908,8.051965197262977,996.7203014702766,1016.0670000000001,1035.4136985297237,3.8081540941145686,0.8331576180864843,3.3354746149875987,3.2291645938345206,0.603227845077891,-9.803963995280897,-183.8653165136795,-2445.602984610086,364.75163763282245,638.9219726430506,2657.388787789273
2006-03-16,1028.96,1029.805,1025.523,1027.616,1478433900,1519262330582.4,1020.7214,1030.9205,57.657201644569,3.5204486945301596,-3.625213202186254,7.145661896716414,1004.5372034119712,1020.7214,1036.9055965880289,3.171129083416658,0.7130040858839969,1.3017648192246372,-1.0902411338880518,3.933691351002725,-8.953888614149895,-183.18823996229992,-2445.4748263225606,364.5626923067404,639.1558617314615,2657.3691858244692
2006-03-17,1027.637,1029.559,1021.081,1024.015,1500192400,1536219520486.0002,1023.745,1031.1028500000002,55.59925200894948,3.2130816022267936,-3.1460642355916963,6.35914583781849,1014.4042933886167,1023.745,1033.0857066113833,1.824811180788834,0.5144528680341512,-4.0107123786603305,-4.1147867673444045,6.398521422412438,-7.815340923600832,-182.24807471408542,-2445.305910218286,364.3722569539718,639.3891762281847,2657.3498703974083
2006-03-20,1024.502,1037.908,1019.647,1037.659,1538991200,1596948069600.8,1027.304,1031.9038500000001,61.243759986657246,4.02406087062468,-1.868067973755048,5.892128844379728,1013.0753798982506,1027.304,1041.5326201017494,2.7700894967311354,0.8638792773280567,3.2793224199535036,-1.8119942820069384,7.6142280069946064,-6.418546183751676,-181.03985320326808,-2445.0972356681405,364.180321463154,639.6219159696809,2657.3308414773846
2006-03-21,1037.949,1047.051,1036.235,1040.757,1907766200,1985521027013.4,1031.801,1032.0009,62.41220176687605,4.860719147909094,-0.8251277571765074,5.685846905085602,1017.632557248594,1031.801,1045.9694427514057,2.746351816174989,0.8160544936779145,-1.0229988640132313,2.045104598540329,7.786592206782557,-4.795425197253518,-179.55952625008078,-2444.8498020429943,363.9868757229116,639.854080792422,2657.3120990336856
2006-03-22,1041.138,1047.939,1036.706,1047.666,1864057500,1952909664795.0,1035.5426000000002,1032.4899500000001,64.95008083771488,6.011973135548942,0.26090098437067155,5.7510721511782705,1016.1941506254424,1035.5426000000002,1054.891049374558,3.7368717374944853,0.813291255679161,0.7999061849452155,3.820392793201087,7.227303996842324,-2.984086058084359,-177.80413139353269,-2444.564608713725,363.7919096218732,640.0856705328725,2657.293643035608
2006-03-23,1047.349,1049.325,1042.825,1048.537,2046788500,2146133473424.5,1039.7268,1032.84815,65.26845352585156,6.914921722611098,0.9310796571462614,5.983842065464836,1019.9063991766111,1039.7268,1059.5472008233887,3.8126170881406174,0.7222508030615546,1.432226098372489,0.8922149670489257,6.066395546117493,-1.0278671405107411,-175.7708859484331,-2444.242655051204,363.59541305318396,640.316685022982,2657.2754734524433
2006-03-24,1049.122,1051.757,1041.231,1042.601,2009823700,2095444199443.7,1043.444,1032.506,61.1891711000436,7.070030482017501,0.8689507332421318,6.201079748775369,1034.2157403591054,1043.444,1052.6722596408945,1.7688078403622085,0.45432508225797313,-3.774870563773717,-2.8070893716961653,4.2824703762547225,1.0398597239030327,-173.45651999655414,-2443.8849404263074,363.39737592805716,640.5471240766348,2657.2575902534822
2006-03-27,1042.629,1050.707,1037.076,1050.707,1713407000,1800288728749.0002,1046.0536000000002,1032.6491,64.45612230633996,7.75761676950674,1.245229616585097,6.512387152921643,1037.6633878930422,1046.0536000000002,1054.4438121069581,1.6041648548330525,0.777311225311031,0.845083353203432,-2.101403967874803,1.8894362334457746,3.2086649781185463,-170.8570854604188,-2443.492464209911,363.19778816667804,640.7769874987395,2657.239993408019
2006-03-28,1050.068,1056.516,1048.636,1055.982,2227399900,2352094201201.8,1049.0986,1032.7977,66.43611032675034,8.628715806491073,1.6930629228555434,6.935652883635529,1039.3746764503355,1049.0986,1058.8225235496645,1.8537673293367287,0.853941491047481,-1.4672873914935187,2.8398947101092302,-1.0515351591463329,5.469298494091875,-167.96774254945865,-2443.0662257728873,362.99663971152563,641.0062750719152,2657.222682885344
